position;castle_code;tags;castle_name;country;land;gebied;area;place;region;region_code;Latitude;Longitude;maps;stichter;founder;era;kasteel_type;castle_type;ct_code;kasteel_concept;castle_concept;cc_code;conditie;condition;c_code;opmerkelijk;remarkable;beschrijving;description;website;score_total;score_visitors;visitors;position_ref;score_ref;score_visitors_calculated;bezocht;score_alg;score_country;Description2;Name
343;arensburg;kuressaare;Arensburg (Kuressaare);Estonia;Estland;Oost Europa;Eastern Europe;Kuressaare;;;;;;Orde van Teutonische Ridders;Order of Teutonic Knights;;Waterburcht (Slot);Water castle;3;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1;;;;;;445,12946;7;6;323;160,5882889;701,2;;112,8236045;448;<b>Arensburg (Kuressaare)</b><br><br><img src='http://www.topcastles.com/images/large/arensburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=arensburg<br><br>343. Arensburg (Kuressaare)<br>Country: Estonia<br>Region: <br>Place: Kuressaare;Arensburg (Kuressaare)
344;saphet;saphet;Saphet (Safad);Israel;Israel;Azië, Buiten Europa, Kruistochten;Asia, Outside Europe, Crusades;;;;;;;;;12; ; ;; ; ;;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;444,649581;8;3;571;104,8328678;800,6;;90,76601487;224;<b>Saphet (Safad)</b><br><br><img src='http://www.topcastles.com/images/large/saphet.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=saphet<br><br>344. Saphet (Safad)<br>Country: Israel<br>Region: <br>Place: ;Saphet (Safad)
345;elphinstone;elphinstone;Elphinstone Castle;Scotland;Schotland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Lothian);Edinburg and Lothian;edinburg_and_lothian;;;;;;; ; ;; ; ;; ; ;; ; ;;;;444,3912804;7,333333333;5;405;141,3606819;734,3333333;;141,9049547;224;<b>Elphinstone Castle</b><br><br><img src='http://www.topcastles.com/images/large/elphinstone.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=elphinstone<br><br>345. Elphinstone Castle<br>Country: Scotland<br>Region: Edinburg and Lothian<br>Place: (Lothian);Elphinstone Castle
346;harburg;harburg;Harburg;Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Harburg;Bayern;bayern;48,784969;10,686961;;;;12;Hoogteburcht;Mountain castle;1;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Intakt;Intact;1;;;;;;444,3618898;7,315789474;18;406;140,8582402;735,1789474;;197,2015362;0;<b>Harburg</b><br><br><img src='http://www.topcastles.com/images/large/harburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=harburg<br><br>346. Harburg<br>Country: Germany<br>Region: Bayern<br>Place: Harburg;Harburg
347;bytow;Bytóv;Bytóv Hrad (Bütow, Burg Vöttau);Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Sloup;Jiho Moravia (Südmährien);sudmoravia;;;;;;12;Rotskasteel;Rock castle;2;Donjon in weermuren;Donjon in curtain wall;7;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;444,2225587;7,260869565;22;395;143,3100894;730,4869565;;172,6341251;112;<b>Bytóv Hrad (Bütow, Burg Vöttau)</b><br><br><img src='http://www.topcastles.com/images/large/bytow.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=bytow<br><br>347. Bytóv Hrad (Bütow, Burg Vöttau)<br>Country: Czechia<br>Region: Jiho Moravia (Südmährien)<br>Place: Sloup;Bytóv Hrad (Bütow, Burg Vöttau)
348;alterdochao;alterdochao;Castelo de Alter do Chão;Portugal;Portugal;Zuid Europa;South Europe;;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;444,1823361;6,529411765;16;257;184,5686088;656,1411765;;146,3960523;448;<b>Castelo de Alter do Chão</b><br><br><img src='http://www.topcastles.com/images/large/alterdochao.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=alterdochao<br><br>348. Castelo de Alter do Chão<br>Country: Portugal<br>Region: <br>Place: ;Castelo de Alter do Chão
349;hotin;hotin;Hotin;Rumania;Roemenië;Oost Europa, Balkan;Eastern Europe, Balkans;;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;444,0285714;8,428571429;6;670;80;844,0571429;;0;448;<b>Hotin</b><br><br><img src='http://www.topcastles.com/images/large/hotin.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=hotin<br><br>349. Hotin<br>Country: Rumania<br>Region: <br>Place: ;Hotin
350;fasilghebbi;fasilghebbi;Fasil Ghebbi;Ethiopia;Ethiopië;Afrika, Buiten Europa;Afrika, Outside Europe;;Gondar Region;gondar;;;;;;; ; ;; ; ;; ; ;;;;;;;443,8094498;7,285714286;6;396;143,2485951;729,7714286;;88,54803309;448;<b>Fasil Ghebbi</b><br><br><img src='http://www.topcastles.com/images/large/fasilghebbi.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=fasilghebbi<br><br>350. Fasil Ghebbi<br>Country: Ethiopia<br>Region: Gondar Region<br>Place: ;Fasil Ghebbi
351;sternberk;Šternberk;Ceský Šternberk (Sternberg);Czechia;Tsjechië;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Ceský Šternberk;Stredo Ceský (Mittelböhmen);mezbohemia;;;;Zdeslav z Divišova;Zdeslav z Divišova;13;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2;;;;;http://www.hradceskysternberk.cz;443,5765409;8;23;584;101,4183788;804,6;;113,9857303;112;<b>Ceský Šternberk (Sternberg)</b><br><br><img src='http://www.topcastles.com/images/large/sternberk.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=sternberk<br><br>351. Ceský Šternberk (Sternberg)<br>Country: Czechia<br>Region: Stredo Ceský (Mittelböhmen)<br>Place: Ceský Šternberk;Ceský Šternberk (Sternberg)
352;ljubljana;ljubljana;Ljubljanski grad (Laibach);Slovenia;Slovenië;Oost Europa, Balkan;Eastern Europe, Balkans;;Ljubljana;ljubljana;;;;;;; ; ;; ; ;;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;442,9661205;6,588235294;16;270;179,9492843;662,0235294;;195,928998;224;<b>Ljubljanski grad (Laibach)</b><br><br><img src='http://www.topcastles.com/images/large/ljubljana.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ljubljana<br><br>352. Ljubljanski grad (Laibach)<br>Country: Slovenia<br>Region: Ljubljana<br>Place: ;Ljubljanski grad (Laibach)
353;kleinschelken;klein+schelken;Klein-Schelken;Rumania;Roemenië;Oost Europa, Balkan;Eastern Europe, Balkans;?eica Mic? (Kleinschelken);Transylvanië (Siebenbürgen);transylvania;;;;;;; ; ;; ; ;; ; ;; ; ;;;;441,1818182;8,363636364;10;671;80;838,3636364;;0;448;<b>Klein-Schelken</b><br><br><img src='http://www.topcastles.com/images/large/kleinschelken.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=kleinschelken<br><br>353. Klein-Schelken<br>Country: Rumania<br>Region: Transylvanië (Siebenbürgen)<br>Place: ?eica Mic? (Kleinschelken);Klein-Schelken
354;velez;vélez-blanco;Castillo de Vélez-Blanco / Castillo marquesal de Vélez;Spain;Spanje;Zuid Europa;South Europe;Vélez-Blanco (Almería);Andalucia;andalucia;37,691063;-2,098464;;;;; ; ;; ; ;; ; ;;;;;;;440,7398398;7,916666667;11;574;104,2294517;793,8666667;;89,92123232;224;<b>Castillo de Vélez-Blanco / Castillo marquesal de Vélez</b><br><br><img src='http://www.topcastles.com/images/large/velez.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=velez<br><br>354. Castillo de Vélez-Blanco / Castillo marquesal de Vélez<br>Country: Spain<br>Region: Andalucia<br>Place: Vélez-Blanco (Almería);Castillo de Vélez-Blanco / Castillo marquesal de Vélez
355;niort;niort;Château de Niort ;France;Frankrijk;;;Poitiers-La Rochelle;Poitou-Charentes;poitou-charentes;46,325556;-0,465;;Koning Henry II van Engeland;King Henry II of England;; ; ;; ; ;; ; ;; ; ;;;;440,4797077;7;15;344;154,4218974;703;;216,1906564;0;<b>Château de Niort </b><br><br><img src='http://www.topcastles.com/images/large/niort.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=niort<br><br>355. Château de Niort <br>Country: France<br>Region: Poitou-Charentes<br>Place: Poitiers-La Rochelle;Château de Niort 
356;chaumont;chaumont;Château de Chaumont;France;Frankrijk;;;Chaumont-sur-Loire;Centre;centre;47,479167;1,181944;;Pierre I van Amboise;Pierre I of Amboise;15;Hoogteburcht;Mountain castle;1;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;http://www.loire-france.com/visites/chateaux/chaumont-sur-loire/;440,3608705;8,470198675;150;803;57,61215186;877,0198675;2005;80,65701261;0;<b>Château de Chaumont</b><br><br><img src='http://www.topcastles.com/images/large/chaumont.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=chaumont<br><br>356. Château de Chaumont<br>Country: France<br>Region: Centre<br>Place: Chaumont-sur-Loire;Château de Chaumont
357;segura;segura+de+leon;Castillo de Segura de Léon;Spain;Spanje;Zuid Europa;South Europe;Badajoz;Extremadura;extremadura;38,29903;-2,64998;;;;; ; ;; ; ;; ; ;; ; ;;;;440,3526668;7,636363636;10;505;119,4827611;765,6363636;;111,2758655;224;<b>Castillo de Segura de Léon</b><br><br><img src='http://www.topcastles.com/images/large/segura.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=segura<br><br>357. Castillo de Segura de Léon<br>Country: Spain<br>Region: Extremadura<br>Place: Badajoz;Castillo de Segura de Léon
358;chojnik;chojnik;Chojnik (Kynast);Poland;Polen;Oost Europa, Heilige Roomse Rijk;Eastern Europe, Holy Roman Empire;Sobieszow;Dolnoslaskie (Silesia Inferior, Nederschlesien);dolnoslaskie;50,83358724;15,643366929;;Silesische Prins Bolko I;Silesian Prince Bolko I;14;Hoogteburcht;Mountain castle;1;Donjon in weermuren;Donjon in curtain wall;7;Ruïne/Restant;Ruined/Partly remained;4; ; ;Silesian dukes castle, then owned by nobles, destroyed by fire In 1657;Silesian dukes castle, then owned by nobles, destroyed by fire In 1657;;440,3099017;7,6875;15;528;116,0387797;771,75;;106,4542915;224;<b>Chojnik (Kynast)</b><br><br><img src='http://www.topcastles.com/images/large/chojnik.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=chojnik<br><br>358. Chojnik (Kynast)<br>Country: Poland<br>Region: Dolnoslaskie (Silesia Inferior, Nederschlesien)<br>Place: Sobieszow;Chojnik (Kynast)
359;alba;alba;Cetatea Alba (Akkermann);Rumania;Roemenië;Oost Europa, Balkan;Eastern Europe, Balkans;;;;;;;;;; ; ;; ; ;; ; ;; ; ;;;;439,9808332;7,166666667;5;384;145,7194443;717,6666667;;92,00722204;448;<b>Cetatea Alba (Akkermann)</b><br><br><img src='http://www.topcastles.com/images/large/alba.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=alba<br><br>359. Cetatea Alba (Akkermann)<br>Country: Rumania<br>Region: <br>Place: ;Cetatea Alba (Akkermann)
360;horst;horst;Kasteel Horst (Rode);Belgium;België;Benelux, Heilige Roomse Rijk;Benelux, Holy Roman Empire;Sint-Pieters-Rode;Brabant;brabant;50,93356795;4,832218919;;;;13;Waterburcht (Slot);Water castle;3;Donjon in weermuren;Donjon in curtain wall;7;Herbouwd/Verbouwd;Rebuild/Restored;2;;;In de 15de eeuw werd het kasteel door Maximiliaan in brand gestoken. Het kasteel is in de 16de eeuw herbouwd;In de 15de eeuw werd het kasteel door Maximiliaan in brand gestoken. Het kasteel is in de 16de eeuw herbouwd;http://www.monument.vlaanderen.be/sve/nl/monumenten/horst.htm;439,8757193;7,75;83;572;104,5285771;791,6;2004;146,3400079;0;<b>Kasteel Horst (Rode)</b><br><br><img src='http://www.topcastles.com/images/large/horst.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=horst<br><br>360. Kasteel Horst (Rode)<br>Country: Belgium<br>Region: Brabant<br>Place: Sint-Pieters-Rode;Kasteel Horst (Rode)
361;tintagel;tintagel;Tintagel Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;Tintagel (Cornwall);South West;south_west;;;;Prince Richard Earl of Cornwall;Prince Richard Earl of Cornwall;12;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4;Dit kasteel zou volgens de overlevering gebouwd zijn op de restanten van het kasteel Camelot van koning Arthur (5de eeuw). Een ander kasteel dat dit claimt is Cadbury Castle .;Dit kasteel zou volgens de overlevering gebouwd zijn op de restanten van het kasteel Camelot van koning Arthur (5de eeuw). Een ander kasteel dat dit claimt is Cadbury Castle .;;;;439,5877621;6,48;24;266;181,3197357;652,8;;197,84763;224;<b>Tintagel Castle</b><br><br><img src='http://www.topcastles.com/images/large/tintagel.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=tintagel<br><br>361. Tintagel Castle<br>Country: England<br>Region: South West<br>Place: Tintagel (Cornwall);Tintagel Castle
362;hastings;hastings;Hastings Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Surrey);South East;south_east;;;;;;; ; ;; ; ;;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;;439,421873;5,068965517;28;133;259,0817746;512,4965517;2009;306,7144845;224;<b>Hastings Castle</b><br><br><img src='http://www.topcastles.com/images/large/hastings.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=hastings<br><br>362. Hastings Castle<br>Country: England<br>Region: South East<br>Place: (Surrey);Hastings Castle
363;duffus;duffus;Duffus Castle;Scotland;Schotland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Grampian);Grampian;grampian;;;;David I;David I;; ; ;; ; ;; ; ;; ; ;;;;439,1695926;6,857142857;6;318;161,9027219;686,9142857;;170,6638107;224;<b>Duffus Castle</b><br><br><img src='http://www.topcastles.com/images/large/duffus.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=duffus<br><br>363. Duffus Castle<br>Country: Scotland<br>Region: Grampian<br>Place: (Grampian);Duffus Castle
364;dirleton;dirleton;Dirleton Castle;Scotland;Schotland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Lothian);Edinburg and Lothian;edinburg_and_lothian;;;;;;; ; ;; ; ;; ; ;; ; ;;;;438,3394283;7,708333333;23;550;111,8030685;775,4333333;;100,5242959;224;<b>Dirleton Castle</b><br><br><img src='http://www.topcastles.com/images/large/dirleton.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=dirleton<br><br>364. Dirleton Castle<br>Country: Scotland<br>Region: Edinburg and Lothian<br>Place: (Lothian);Dirleton Castle
365;buitrago;buitrago;Castillo de Buitrago del Lozoya ;Spain;Spanje;Zuid Europa;South Europe;Madrid;Madrid;madrid;40,994622;-3,633664;;;;; ; ;; ; ;; ; ;; ; ;;;;437,7611666;8;5;604;96,95685174;801;;79,73959243;224;<b>Castillo de Buitrago del Lozoya </b><br><br><img src='http://www.topcastles.com/images/large/buitrago.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=buitrago<br><br>365. Castillo de Buitrago del Lozoya <br>Country: Spain<br>Region: Madrid<br>Place: Madrid;Castillo de Buitrago del Lozoya 
366;dunguaire;dunguaire;Dunguaire Castle;Republic of Ireland;Ierland;Britse Eilanden;British isles;;Galway;galway;;;;;;; ; ;; ; ;; ; ;;;;;;;437,4506459;7,571428571;6;499;120,3102415;758,3428571;;62,43433804;424;<b>Dunguaire Castle</b><br><br><img src='http://www.topcastles.com/images/large/dunguaire.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=dunguaire<br><br>366. Dunguaire Castle<br>Country: Republic of Ireland<br>Region: Galway<br>Place: ;Dunguaire Castle
367;raabs;raabs;Burg Raabs;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Raabs an der Thaya;Niederöstenreich;niederoesterreich;;;;;;; ; ;; ; ;; ; ;; ; ;;;;437,217326;7,3;9;439;134,7970289;731,8;;188,7158404;0;<b>Burg Raabs</b><br><br><img src='http://www.topcastles.com/images/large/raabs.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=raabs<br><br>367. Burg Raabs<br>Country: Austria<br>Region: Niederöstenreich<br>Place: Raabs an der Thaya;Burg Raabs
368;ratsamhausen;ottrott;Château de Rathsamhausen (Ottrott);France;Frankrijk;Heilige Roomse Rijk;Holy Roman Empire;Ottrott;Elzas (Alsace);alsace;48,4609673089;7,40679831229;;;;; ; ;; ; ;; ; ;;Ligt naast kasteel Lützelbourg.;Located next to Chateau de Lützelbourg.;;;;436,8190133;6,8;9;316;162,132237;681,8;;226,9851318;0;<b>Château de Rathsamhausen (Ottrott)</b><br><br><img src='http://www.topcastles.com/images/large/ratsamhausen.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ratsamhausen<br><br>368. Château de Rathsamhausen (Ottrott)<br>Country: France<br>Region: Elzas (Alsace)<br>Place: Ottrott;Château de Rathsamhausen (Ottrott)
369;churburg;churburg;Churburg;Austria;Oostenrijk;Alpen, Heilige Roomse Rijk;Alps, Holy Roman Empire;Vinschgau;Tirol;tirol;;;;;;;Hoogteburcht;Mountain castle;1; ; ;; ; ;;;;;;;436,4982086;7,307692308;12;446;133,2373258;733,1692308;;186,5322561;0;<b>Churburg</b><br><br><img src='http://www.topcastles.com/images/large/churburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=churburg<br><br>369. Churburg<br>Country: Austria<br>Region: Tirol<br>Place: Vinschgau;Churburg
370;tarnavo;tarnavo;Veliko Tarnavo;Bulgaria;Bulgarije;Oost Europa, Balkan;Eastern Europe, Balkans;Veliko Tarnavo;;;43,0795366001;25,6323339169;;;;; ; ;; ; ;; ; ;; ; ;;;;436,1505316;7,4;14;467;127,5005907;742,8;;66,50082701;448;<b>Veliko Tarnavo</b><br><br><img src='http://www.topcastles.com/images/large/tarnavo.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=tarnavo<br><br>370. Veliko Tarnavo<br>Country: Bulgaria<br>Region: <br>Place: Veliko Tarnavo;Veliko Tarnavo
371;siklos;siklos;Siklósi vár;Hungary;Hongarije;Oost Europa, Balkan;Eastern Europe, Balkans;Siklós;Dél Dunántúl (Southern Transdanubia);deldunan;45,8520130936;18,2956940239;;;;14;Stadsburcht;City castle;5;Rechthoekig of veelhoekig;Rectangular or polygonal;5;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;;435,9270099;6,285714286;6;239;190,045884;629,7714286;;182,0642376;336;<b>Siklósi vár</b><br><br><img src='http://www.topcastles.com/images/large/siklos.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=siklos<br><br>371. Siklósi vár<br>Country: Hungary<br>Region: Dél Dunántúl (Southern Transdanubia)<br>Place: Siklós;Siklósi vár
372;breuburg;breuburg;Burg Breuburg (Odenwald);Germany;Duitsland;Heilige Roomse Rijk;Holy Roman Empire;Breuberg (Odenwald);Hessen;hessen;49,8208810788;9,04057306904;;;;12;Rotskasteel;Rock castle;2;Donjon binnen weermuren;Donjon inside curtain wall;6;Herbouwd/Verbouwd;Rebuild/Restored;2; ; ;;;http://www.burg-breuberg.de/;435,3060617;7,444444444;8;484;124,7598216;746,0444444;;174,6637503;0;<b>Burg Breuburg (Odenwald)</b><br><br><img src='http://www.topcastles.com/images/large/breuburg.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=breuburg<br><br>372. Burg Breuburg (Odenwald)<br>Country: Germany<br>Region: Hessen<br>Place: Breuberg (Odenwald);Burg Breuburg (Odenwald)
373;caen;caen;Château de Caen;France;Frankrijk;;;Caen;Normandie;normandie;49,1871721272;-0,363121077928;;;;;Stadsburcht;City castle;5;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4; ; ;;;http://www.chateau.caen.fr;435,2363813;7,035714286;27;389;145,2785189;708,9714286;2005;203,3899265;0;<b>Château de Caen</b><br><br><img src='http://www.topcastles.com/images/large/caen.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=caen<br><br>373. Château de Caen<br>Country: France<br>Region: Normandie<br>Place: Caen;Château de Caen
374;ochrid;ochrid;Ajfelova Kula (Samuilovata Krepost, Ochrid);Macedonia;Macedonië;Oost Europa, Balkan;Eastern Europe, Balkans;Ochrid (Ohrid);;;41,1158607887;20,7912368493;;;;;Stadsburcht;City castle;5; ; ;; ; ;; ; ;;;;434,9151354;7,2;4;422;138,3501504;720,8;;81,69021056;448;<b>Ajfelova Kula (Samuilovata Krepost, Ochrid)</b><br><br><img src='http://www.topcastles.com/images/large/ochrid.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=ochrid<br><br>374. Ajfelova Kula (Samuilovata Krepost, Ochrid)<br>Country: Macedonia<br>Region: <br>Place: Ochrid (Ohrid);Ajfelova Kula (Samuilovata Krepost, Ochrid)
375;antequera;antequera;Castillo de Antequera;Spain;Spanje;Zuid Europa;South Europe;Antequera (Málaga);Andalucia;andalucia;37,02445;-4,563639;;;;;Stadsburcht;City castle;5; ; ;; ; ;; ; ;;;;434,9034716;7,25;7;438;135,2260795;726,4;;133,3165113;224;<b>Castillo de Antequera</b><br><br><img src='http://www.topcastles.com/images/large/antequera.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=antequera<br><br>375. Castillo de Antequera<br>Country: Spain<br>Region: Andalucia<br>Place: Antequera (Málaga);Castillo de Antequera
376;linlithgow;linlithgow;Linlithgow;Scotland;Schotland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Lothian);Edinburg and Lothian;edinburg_and_lothian;;;;;;; ; ;; ; ;; ; ;; ; ;;;;434,8562774;6,625;15;299;169,0069748;665,5;;180,6097648;224;<b>Linlithgow</b><br><br><img src='http://www.topcastles.com/images/large/linlithgow.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=linlithgow<br><br>376. Linlithgow<br>Country: Scotland<br>Region: Edinburg and Lothian<br>Place: (Lothian);Linlithgow
377;peyrepertuse;peyrepertuse;Château de Peyrepertuse;France;Frankrijk;;;Ochrid (Ohrid);Languedoc-Roussillon;languedoc-roussillon;42,870556;2,557222;;;;; ; ;; ; ;; ; ;; ; ;;;http://www.chateau-peyrepertuse.com/;434,6742108;8,16;24;659;82,5269009;820,8;2011;115,5376613;0;<b>Château de Peyrepertuse</b><br><br><img src='http://www.topcastles.com/images/large/peyrepertuse.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=peyrepertuse<br><br>377. Château de Peyrepertuse<br>Country: France<br>Region: Languedoc-Roussillon<br>Place: Ochrid (Ohrid);Château de Peyrepertuse
378;totnes;totnes;Totnes Castle;England;Engeland;Britse Eilanden, Verenigd Koninkrijk;British isles, United Kingdom;(Devon);South West;south_west;;;;;;11;Hoogteburcht;Mountain castle;1;Mottekasteel;Motte-and-bailey;1;Beschadigd;Damaged;3; ; ;;;;434,4160285;7,714285714;13;558;108,2241586;774,0285714;;95,51382209;224;<b>Totnes Castle</b><br><br><img src='http://www.topcastles.com/images/large/totnes.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=totnes<br><br>378. Totnes Castle<br>Country: England<br>Region: South West<br>Place: (Devon);Totnes Castle
379;szydlow;szydlow;Sczydlow;Poland;Polen;Oost Europa;Eastern Europe;Szydlow;Swietokrzyskie;swietokrzyskie;51,226423;20,853448;;Poolse koning “Kazimierz de Grote”;Polish king “Kazimierz the Great”;14;Stadsburcht;City castle;5;Donjon binnen weermuren;Donjon inside curtain wall;6;Ruïne/Restant;Ruined/Partly remained;4; ; ;Ruins of king’s castle from XIV century, part of system of city walls, abandoned in XVIII century and partially destroyed;Ruins of king’s castle from XIV century, part of system of city walls, abandoned in XVIII century and partially destroyed;;433,3507388;7,266666667;14;450;131,7971172;729,4666667;;128,5159641;224;<b>Sczydlow</b><br><br><img src='http://www.topcastles.com/images/large/szydlow.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=szydlow<br><br>379. Sczydlow<br>Country: Poland<br>Region: Swietokrzyskie<br>Place: Szydlow;Sczydlow
380;carmona;carmona;Alcázar puerta de Sevilla (Carmona);Spain;Spanje;Zuid Europa;South Europe;Carmona;Andalucia;andalucia;37,4705683426;-5,64331261345;;;;; ; ;; ; ;; ; ;; ; ;;;;432,9858821;7,090909091;10;404;141,600475;711,0909091;;142,240665;224;<b>Alcázar puerta de Sevilla (Carmona)</b><br><br><img src='http://www.topcastles.com/images/large/carmona.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=carmona<br><br>380. Alcázar puerta de Sevilla (Carmona)<br>Country: Spain<br>Region: Andalucia<br>Place: Carmona;Alcázar puerta de Sevilla (Carmona)
381;soncino;soncino;Castello di Soncino;Italy;Italië;Zuid Europa, Heilige Roomse Rijk;South Europe, Holy Roman Empire;Soncino;Lombardije (Lombardia);lombardia;45,4;9,866667;;;;; ; ;; ; ;; ; ;; ; ;;;;432,8727126;8;5;625;91,52523621;801;;100,1353307;112;<b>Castello di Soncino</b><br><br><img src='http://www.topcastles.com/images/large/soncino.jpg' border='0'><br><br>Topcastle according to http://www.topcastles.com/kastelen.php?SubMenu=main&SelCastle=soncino<br><br>381. Castello di Soncino<br>Country: Italy<br>Region: Lombardije (Lombardia)<br>Place: Soncino;Castello di Soncino
